"","B cells","Dendritic cells","Endothelial cells","Macrophage-like GAMs","Microglia-like GAMs","Mural cells","NKT-like cells","Oligodendrocytes","T cells","Tumor cells"
"CTSS",1.2079566,3.4911132,0.5931707,4.9716922,3.7007493,0.2938029,0.8842568,0.186377,0.7509498,0.124203
"S100A9",0.880651,1.8419083,1.0536585,14.1485732,3.554124,0.2322782,0.4652234,0.1917404,0.5446391,0.1468317
"S100A4",1.6916817,8.494855,0.7170732,10.1912627,5.5399915,1.039679,5.7916622,0.4802896,12.6729633,0.362749
"S100A16",0.01627486,0.02525725,1.66243902,0.10502933,0.03353436,1.56620597,0.05187011,0.86806114,0.07186577,2.44315717
"S100A13",0.06600362,0.09541628,1.73073171,0.19075013,0.32514011,2.16183683,0.06698103,1.56985787,0.06416209,1.26217709
"C1orf61",0.3019892,0.1543499,0.7931707,0.292362,0.2097649,2.8212216,0.6034723,1.9525342,0.5315534,10.4652107
"BCAN",0.16274864,0.08138447,0.4897561,0.11374381,0.08007432,1.1288453,0.25913621,1.27862698,0.24187421,7.25032867
"NES",0.079566,0.03461179,1.52097561,0.09284046,0.04736233,1.41283995,0.07437574,0.5186377,0.09708738,3.21585157
"MNDA",0.14466546,2.12815716,0.05756098,1.59554594,1.50673124,0.08024967,0.0526203,0.05068383,0.04696074,0.02300664
"CD48",0.93399638,1.27128157,0.05073171,0.44483682,0.2082115,0.01917075,1.87557604,0.02064897,1.95377797,0.02376257
"FCER1G",0.6808318,4.7165575,0.644878,8.4631486,9.1015168,0.489523,1.0731969,0.4416734,0.4756226,0.2349307
"FCGR2A",0.13924051,1.82881197,0.19804878,2.69314234,2.81615497,0.17387428,0.09623835,0.1027085,0.07165471,0.10106488
"FCGR3A",0.2450271,2.05145,0.3336585,3.8594578,5.4987817,0.2340615,0.533812,0.1995173,0.1746518,0.1051239
"ATP1B1",0.06057866,0.27502339,0.15804878,0.24673919,0.34606481,0.20998663,0.0970957,5.32072942,0.18974251,0.60453231
"PRRX1",0.018083183,0.002806361,0.144390244,0.01734351,0.007401316,1.666963888,0.01221734,0.102976669,0.011608274,0.587622428
"RGS1",3.1338156,11.6651076,0.9570732,9.0224697,13.0423063,0.6312974,5.944379,0.6460177,7.3939426,0.3361599
"RGS2",1.2549729,3.637044,0.3239024,2.8570371,2.205318,0.4721355,1.1656843,0.1962993,1.1951245,0.2553737
"PTPRC",1.8444846,4.0289991,0.4868293,2.7773253,2.9599781,0.2657156,7.8780409,0.2558327,6.3309413,0.1365444
"BTG2",3.3128391,2.5238541,1.5326829,2.4082132,4.7702546,0.9121712,2.3335119,1.1442746,2.6981849,0.7554723
"CNTN2",0.006329114,0.005612722,0.003902439,0.008913824,0.00749269,0.017387428,0.008895081,3.680343256,0.006648375,0.041116151
"NID1",0.003616637,0.002806361,1.525853659,0.008429686,0.005086501,2.478377173,0.005144143,0.045856798,0.007176024,0.132912641
"SRSF7",2.420434,2.697848,1.309268,1.563878,1.821455,1.127508,6.430822,1.510593,5.146897,1.798971
"ZFP36L2",4.271248,4.086062,2.018537,3.326679,4.230172,1.427107,10.92391,1.447573,11.48016,2.156544
"EPAS1",0.03164557,0.02525725,7.45853659,0.16563194,0.06472344,1.15827017,0.04426107,0.0466613,0.06753905,0.2790541
"SPTBN1",0.2079566,0.05612722,5.57463415,0.10332061,0.07766813,1.51226037,0.2478834,2.37007241,0.25052765,1.2496549
"REL",1.0931284,2.7932647,0.2721951,1.4482543,1.6754995,0.1074454,1.227414,0.1987128,1.0737653,0.1343916
"CAPG",0.6103074,2.5809167,0.3278049,3.412485,3.2885295,0.3642443,0.6869575,0.1933494,0.8207049,0.2260238
"VAMP8",0.6952984,3.0617399,0.4741463,3.1910919,3.1833882,0.3718235,1.36009,0.1877179,1.4243352,0.117679
"VAMP5",0.2025316,0.546305,1.8692683,0.5956883,0.4807809,1.8506465,0.4968385,0.6218825,0.5890671,0.529202
"CYTOR",1.0650995,0.5622077,1.675122,0.5624537,0.2770163,3.2269282,1.8202765,0.1137034,1.7357535,0.7385788
"IGKC",1191.161,6.481759,2.318049,0.592755,0.3439632,0.07579135,1.648162,0.1174578,1.854686,0.1356734
"DUSP2",1.30560579,1.71468662,0.18341463,0.86110953,1.05604288,0.10566206,4.57807309,0.07481899,2.26224145,0.04162558
"CXCR4",5.1916817,5.0888681,0.8565854,2.8725864,2.474933,0.3152029,11.4333941,0.25476,10.2521106,0.1922205
"ERMN",0.019891501,0.008419083,0.014634146,0.02375121,0.01818348,0.016049933,0.021219591,7.834003754,0.018467708,0.031897062
"CYTIP",0.960217,0.90364827,0.05658537,0.48274193,0.27351365,0.02764155,1.80152181,0.03110754,2.17866188,0.0276737
"CALCRL",0.023508137,0.12160898,3.743414634,0.026200376,0.007249025,0.239857334,0.006966027,0.03378922,0.010025327,0.238118714
"COL3A1",0.005424955,0.012160898,0.52097561,0.029219115,0.025706628,30.191707535,0.014682242,0.14668812,0.010552976,0.097958982
"COL5A2",0.004520796,0.006548176,0.67804878,0.01156234,0.008711014,3.541239412,0.005144143,0.037811746,0.008231321,0.226582528
"MYO1B",0.019891501,0.01777362,3.245853659,0.010394714,0.007431774,1.104770397,0.011252813,0.012067578,0.036618827,0.024255571
"STK17B",0.85985533,1.69036483,0.10536585,0.75365951,0.52649854,0.16674097,1.83002894,0.07106463,2.36661038,0.13319201
"SPATS2L",0.06238698,0.40785781,0.47902439,0.52013442,0.65539717,1.98573339,0.13021112,0.99544114,0.2716336,0.95502202
"MAP2",0.06781193,0.01870907,0.25463415,0.04869852,0.03402169,0.39812751,0.04426107,0.385358,0.08853947,2.74244068
"FN1",0.2739602,1.849392,4.4263415,6.9339295,2.9417337,24.2924654,0.3022184,0.4132475,0.2414521,1.0078058
"IGFBP2",0.2802893,0.2076707,1.2721951,0.5081164,0.190424,9.5960767,1.0901297,1.4875302,0.6855213,14.2956682
"IGFBP5",0.07052441,0.10196445,0.95609756,0.22500997,0.06292641,16.42264824,0.12367378,0.78492894,0.22403968,7.37260895
"SLC11A1",0.24683544,0.96258185,0.29853659,3.0715669,3.28100634,0.19438252,0.14392884,0.19093591,0.11893204,0.08954513
"EFHD1",0.004520796,0.002806361,0.122926829,0.018852879,0.004964669,0.247436469,0.006430179,5.272190936,0.003376952,0.030368764
"RAMP1",0.04249548,0.24789523,0.22439024,0.178903,0.4173672,0.95720018,0.05969349,0.33011531,0.06954411,2.41793203
"HYAL2",0.02079566,0.07202993,3.60195122,0.09936208,0.13919347,0.20998663,0.02089808,0.10217216,0.03092022,0.40296128
"CLDND1",0.2133816,0.2871843,0.4439024,0.2657914,0.2485685,0.4061525,0.8889722,11.8522392,0.5015829,0.7132222
"GAP43",0.15641953,0.10289991,0.5102439,0.20231247,0.09438962,2.69103879,0.25592112,0.75998927,0.25707049,6.40946888
"FSTL1",0.00994575,0.01496726,2.2595122,0.01443869,0.00941155,2.95095854,0.01082413,0.04853848,0.0138244,0.2525143
"HCLS1",0.62115732,2.50888681,0.30243902,1.88349376,2.09061282,0.07489969,1.16493409,0.08956825,1.15713381,0.03858542
"TF",0.004520796,0.013096352,0.044878049,0.03189611,0.01276194,0.082032992,0.01211017,17.445427729,0.013718869,0.137957668
"RBP1",0.06690778,0.02712816,1.62243902,0.1206926,0.04821516,1.98261257,0.06494481,1.07052829,0.10173069,3.27966213
"TM4SF18",0.0009041591,0,4.1590243902,0.0033035257,0.0019188596,0.0570664289,0.0012860358,0.005899705,0.0023216547,0.0032702294
"CLDN11",0.004520796,0.012160898,0.047804878,0.027083215,0.015381335,1.615247436,0.007823384,11.034325556,0.00865344,0.149329521
"SOX2",0.15641953,0.05519177,0.44,0.12533462,0.06332237,0.94917521,0.2563498,1.50442478,0.24377374,4.84362059
"QDPR",0.06962025,0.14218896,0.12390244,0.19547759,0.176596,0.23807401,0.11188511,12.07320998,0.11281131,0.61960166
"KDR",0,0.0018709074,3.36,0.0024206869,0.0012792398,0.037449844,0.0013932054,0.0174309466,0.0007387083,0.0036481956
"IGFBP7",0.07142857,0.30963517,38.35121951,0.17072962,0.09807505,27.84395898,0.12260208,0.32823813,0.08843394,2.04188852
"JCHAIN",49.628390597,0.14686623,0.089756098,0.02033377,0.010812622,0.01203745,0.056585575,0.005631537,0.053503588,0.003500296
"AREG",1.32368897,9.88213283,0.37073171,6.32593837,0.63666545,0.85198395,2.17736577,0.06355591,3.38856057,0.04170775
"SCD5",0.039783,0.03648269,0.20390244,0.05208749,0.03837719,0.6486848,0.05712142,3.64279968,0.05350359,2.34196082
"SPARCL1",0.10126582,0.08980355,22.39902439,0.21176739,0.13669591,13.29246545,0.1472511,0.63421829,0.17011397,5.89435023
"ABCG2",0.004520796,0.009354537,6.388292683,0.012245828,0.023818226,0.074008025,0.005036974,0.002681684,0.007176024,0.014346283
"OSTC",0.7992767,1.0561272,0.9160976,0.8667768,0.7022722,2.2153366,0.6788126,0.4746581,0.7425074,0.931851
"UGT8",0.04159132,0.005612722,0.008780488,0.006749445,0.004751462,0.019170753,0.006430179,3.815768302,0.006542845,0.178022086
"TMEM144",0.011754069,0.118802619,0.046829268,0.172153557,0.210495858,0.029424877,0.006858858,5.636631805,0.006964964,0.046046145
"MARCH1",0.72242315,1.81571562,0.0604878,1.35783448,1.22697368,0.05171645,0.04919087,0.71922767,0.04379485,0.12336489
"SPOCK3",0.0009041591,0.0028063611,0.1619512195,0.006464658,0.0028021442,0.0089166295,0.0008573572,2.8924644677,0.0012663571,0.0087918228
"SCRG1",0.1401447,0.191768,0.3629268,0.1759412,0.1226547,0.8011592,0.1822956,1.8581389,0.2196074,5.0828732
"GPM6A",0.14647378,0.04396632,0.34146341,0.09397961,0.04696637,0.66116808,0.12881792,0.54706356,0.17634023,4.31292316
"SPCS3",1.8589512,1.0130964,1.6263415,1.1089594,0.9850146,0.6495765,0.9035473,0.9654063,0.9111439,0.7083087
"BASP1",0.83544304,3.08231993,0.14341463,1.26641795,1.37402534,0.49621043,0.06312292,0.08581389,0.08051921,0.57697364
"IL7R",0.6636528,1.22637979,0.16,0.38306658,0.21567373,0.09763709,2.70442611,0.03968892,11.63602786,0.04742654
"DAB2",0.1084991,0.53882133,1.35609756,2.16133166,1.81892666,0.82211324,0.0790912,0.09868597,0.0471718,0.0561362
"SELENOP",0.09584087,0.16838167,0.83219512,1.70123028,0.91818957,0.73250111,0.05990783,18.42826495,0.06110173,0.51868468
"ITGA1",0.012658228,0.013096352,3.625365854,0.010366236,0.009076511,1.55595185,0.444646876,0.017430947,0.076086957,0.021281141
"GZMK",0.55877034,0.22076707,0.10536585,0.08563536,0.04797149,0.03209987,7.63648055,0.03754358,0.87948501,0.01687701
"GZMA",0.50994575,0.20392891,0.09756098,0.08680298,0.05802266,0.05037896,7.89057979,0.03325288,1.59962009,0.01764938
"MAP1B",0.2757685,0.111319,2.7053659,0.2064704,0.1398635,5.0258582,0.306398,6.409225,0.3144787,4.4804444
"EDIL3",0.006329114,0.002806361,0.419512195,0.010878852,0.005208333,0.326794472,0.002464902,6.273799946,0.005698607,0.060573194
"MEF2C",1.4746835,2.5332086,1.6087805,2.2440622,3.7838999,0.8974588,0.1548601,0.1826227,0.1355002,0.3474988
"IRF1",1.4755877,0.9017774,0.5629268,0.5919291,0.3896503,0.4034775,2.4772264,1.5368732,2.1811946,0.232745
"TGFBI",0.181736,1.1141254,0.1053659,4.2077804,1.8761879,1.309407,0.1408209,0.1126307,0.1184044,0.1981365
"MZB1",9.144665461,0.032740879,0.020487805,0.008401207,0.004172758,0.004012483,0.105990783,0.002949853,0.153123681,0.003319529
"ECSCR",0,0.004677268,2.782439024,0.003616791,0.002528021,0.033883192,0.005036974,0.002145347,0.009392149,0.002842963
"CD14",0.4240506,2.373246,0.4546341,6.2758729,7.5508955,0.3455194,0.3937413,0.3075892,0.3036091,0.1630513
"CSF1R",0.15370705,1.77268475,0.17853659,2.31095859,3.4282712,0.12795363,0.0815561,0.10485385,0.0659561,0.05102544
"CD74",13.6410488,77.3760524,3.2029268,33.6147406,42.4148696,1.6388765,5.7898403,1.8420488,3.7452512,0.9474298
"SPARC",0.08770344,0.0767072,30.62341463,0.2813123,0.16176291,14.20552831,0.12699603,2.17135961,0.14531448,2.81510879
"SERPINB1",0.3598553,2.333957,0.5502439,1.7526912,1.494944,0.2808738,0.7099989,0.9005095,1.092233,0.1299382
"TUBB2B",0.3345389,0.1272217,0.5639024,0.2293387,0.1391935,2.0864913,0.5577109,2.9991955,0.5099198,9.1987938
"SOX4",0.4104882,0.4527596,2.675122,0.358461,0.2956262,1.7084262,0.2586004,1.0858139,0.3488814,5.2882568
"MOG",0.004520796,0.005612722,0.004878049,0.005752691,0.003563596,0.016049933,0.002250563,4.164923572,0.002427184,0.025964636
"HLA-F",0.415009,0.6043031,0.2956098,0.3755767,0.4279971,0.1417744,1.7083914,0.4698311,1.148797,0.1345724
"HLA-E",3.6338156,4.6697848,8.6604878,4.9225095,6.5448343,1.6041016,8.7402208,2.3858943,7.264141,0.8017649
"IER3",0.6057866,2.4752105,0.7843902,4.799083,6.0812317,1.2893446,0.4800129,0.2609279,0.4140988,0.2005193
"LTB",2.13200723,2.07015903,0.1502439,0.13800763,0.08491715,0.03611235,1.39224092,0.0262805,8.41314901,0.03000723
"LST1",0.18264014,3.34424696,0.11804878,2.10682349,2.46016082,0.09184128,0.14510771,0.09332261,0.26551287,0.11016893
"AIF1",0.6175407,7.1889616,0.6087805,7.4656262,8.9892178,0.4235399,0.783303,0.4325556,0.4895526,0.2392526
"HSPA1B",5.212477,5.006548,1.521951,5.861537,5.918281,1.244761,4.583753,1.506302,4.752955,1.533097
"NOTCH4",0.038878843,0.072965388,2.588292683,0.028962807,0.046326754,0.042799822,0.008787911,0.10968088,0.010552976,0.078616972
"HLA-DRA",10.7775769,77.1983162,1.8487805,26.4114313,30.724598,1.1908159,3.1261387,1.1343524,1.911355,0.7057615
"HLA-DRB1",6.494575,50.5977549,1.404878,15.1914906,16.082115,0.6665181,4.0737327,0.6682757,2.2138033,0.3734635
"HLA-DQA1",2.15641953,17.4303087,0.16195122,2.68895597,2.68058601,0.05216228,0.51580752,0.05470636,0.3425496,0.03462499
"HLA-DQB1",1.8047016,12.4443405,0.3658537,3.584724,4.1462293,0.2032992,0.740971,0.130598,0.4647531,0.0791757
"PSMB9",0.7793852,1.6192703,0.3356098,0.6581421,0.5974354,0.4538564,2.3955632,0.9632609,1.6373997,0.4322783
"HLA-DMB",0.63562387,2.47146866,0.08780488,1.67958649,2.43679946,0.05483727,0.21819741,0.06006972,0.08822288,0.03104253
"HLA-DMA",0.90687161,5.04396632,0.3102439,2.89081278,3.74780702,0.19349086,0.53306184,0.14052025,0.31120726,0.09061329
"HLA-DPA1",3.8426763,41.8409729,0.9512195,11.5321809,14.4315302,0.5742309,2.4322152,0.5486726,1.2477839,0.3405476
"HLA-DPB1",3.619349,40.6950421,0.7346341,10.1569459,11.6388584,0.5818101,2.7235023,0.4993296,1.1827775,0.3088477
"TREM2",0.18896926,1.44527596,0.30146341,3.04046819,5.3275463,0.22024075,0.14510771,0.15929204,0.11333896,0.09064616
"ADGRF5",0,0,3.874146341,0.003360483,0.00255848,0.230049041,0.002143393,0.001072674,0.001371887,0.001741931
"SNHG5",0.624774,1.9335828,1.1102439,2.1716979,2.3288865,4.5497102,0.581824,0.6004291,0.6639932,0.6836258
"FABP7",0.2287523,0.1150608,0.542439,0.2576465,0.1195175,1.6897013,0.4629729,0.7312953,0.4012241,8.5714356
"CCN2",0.0009041591,0.005612722,12.61951,0.01352737,0.01349293,2.378511,0.004072447,0.02788951,0.008125791,0.09281536
"SGK1",0.5271248,4.3489242,1.9941463,4.0550208,5.9943348,0.5996433,0.5363841,4.4524001,0.7081047,0.4718497
"MAP7",0.018987342,0.044901777,0.165853659,0.029276072,0.024701511,0.016941596,0.004286786,2.767497989,0.013507809,0.046752777
"TNFAIP3",0.9529837,1.5893358,0.5668293,2.5047844,2.5350268,0.7547927,3.4536491,0.1252346,5.43626,0.1316637
"RNASET2",1.3933092,5.1365762,0.6107317,5.6306601,9.983644,0.7405261,1.2148751,0.5087155,1.4552554,0.4239466
"SCIN",0.07323689,0.26847521,0.48292683,0.7564789,2.20330775,0.0410165,0.03568749,0.06141057,0.02880962,0.02765727
"ETV1",0.02712477,0.02151543,0.19902439,0.04297431,0.03478314,0.49487294,0.0670882,0.28586752,0.06025749,2.60919937
"ITGB8",0.05063291,0.04396632,0.17073171,0.08281597,0.03587963,0.60588498,0.03493731,1.3285063,0.05983537,2.33049037
"RAPGEF5",0.02079566,0.003741815,0.884878049,0.007888591,0.004538255,0.141774409,0.00610867,4.348618933,0.004748839,0.058814829
"GPNMB",0.2513562,0.5032741,0.1082927,4.2384234,2.4033869,0.4636647,0.1598971,0.1410566,0.1325454,0.2611582
"ANLN",0.011754069,0.019644528,0.072195122,0.04536652,0.022660819,0.09674543,0.027221091,5.735854116,0.009286619,0.104088608
"STK17A",1.0669078,0.909261,0.4946341,0.3439938,0.5014011,0.6758805,2.453542,0.1997855,1.6016252,1.1587294
"IGFBP3",0.01265823,0.01683817,9.7297561,0.04294583,0.01294469,1.10699955,0.03182939,0.05497452,0.03915154,0.94264774
"IKZF1",0.62748644,0.99158092,0.07512195,0.57962636,0.77826511,0.03834151,1.95723931,0.06811478,2.00664837,0.02941563
"FGL2",0.12206148,2.97754911,0.10341463,1.2291109,1.23102461,0.17788676,0.08252063,0.04934299,0.09655973,0.03779662
"ABCB1",0.012658228,0.008419083,2.694634146,0.004841374,0.003472222,0.050824788,0.099667774,0.003218021,0.054875475,0.026654835
"GNG11",0.003616637,0.014031805,6.355121951,0.021871618,0.018548977,1.569326794,0.01221734,0.049611156,0.023955255,0.300253073
"COL1A2",0.02983725,0.03274088,0.58341463,0.04035427,0.03027534,23.45653143,0.02582789,0.19549477,0.03292528,0.38154868
"ARPC1B",1.1808318,4.5004677,1.9970732,3.705673,4.1758041,1.4516273,2.3844175,0.3703406,2.6784508,0.4137251
"TSC22D4",0.3146474,0.3601497,0.4809756,0.3275047,0.2845395,0.8876505,0.6495552,5.6902655,0.6035247,3.5093177
"PCOLCE",0.01808318,0.0243218,0.13170732,0.02978869,0.02004142,4.00891663,0.0215411,0.08098686,0.02416631,0.26502005
"PTPRZ1",0.6980108,0.2488307,2.0712195,0.4706954,0.3047332,3.3807401,0.9553103,2.2512738,0.8487759,24.1631171
"CALU",0.3200723,0.2422825,1.5258537,0.5267415,0.361568,2.7530094,0.2458472,0.7412175,0.256965,1.5266713
"PODXL",0.023508137,0.004677268,4.162926829,0.011163638,0.006944444,0.148907713,0.009966777,0.061946903,0.013613339,0.331837902
"CALD1",0.08499096,0.02806361,5.55121951,0.12151848,0.05193104,18.23851984,0.09881042,1.51488335,0.14478683,2.67688819
"PTN",0.5913201,0.2469598,2.6341463,0.5918152,0.3054946,12.3062862,1.0102883,6.6427997,0.8515196,23.6725498
"TRBC2",0.47649186,0.19363891,0.08195122,0.05946346,0.03855994,0.02496656,3.08895081,0.02681684,3.5067539,0.02346677
"ANGPT2",0.0596745,0.0383536,12.28878049,0.02941847,0.03554459,0.59028087,0.05658557,0.33762403,0.05508653,0.10004601
"MSR1",0.11392405,0.97100094,0.08292683,2.45318107,2.67077851,0.08649131,0.0646233,0.076428,0.05339806,0.04331821
"MTUS1",0.02983725,0.09260992,3.16097561,0.22979438,0.45437378,1.36513598,0.03022184,4.22365245,0.03714648,0.22078157
"CLU",0.7911392,0.4097287,2.0604878,0.8996127,0.4874208,8.2559073,1.1412496,11.5679807,1.0221612,24.4971242
"PMP2",0.1925859,0.1000935,0.5746341,0.1594521,0.1185429,1.2492198,0.3308327,2.0488067,0.2705783,7.4443404
"CA2",0.0244123,0.17680075,7.25365854,0.13140058,0.03947368,0.58849755,0.01468224,3.90775007,0.03218658,0.45618879
"BAALC",0.079566,0.0261927,0.36292683,0.0719656,0.03213328,0.6883638,0.06794556,2.01555377,0.1230477,2.67466969
"ENPP2",0.024412297,0.155285313,0.224390244,0.045537392,0.038285819,0.094962104,0.006537349,4.329847144,0.006120726,0.0279202
"PLIN2",0.363472,0.8811974,0.7268293,3.5656433,1.8423185,0.6602764,0.5568535,0.3274336,0.7354369,0.2662525
"SLC24A2",0.002712477,0.001870907,0.011707317,0.00663553,0.002436647,0.026749889,0.001393205,3.002949853,0.002954833,0.103299809
"TPM2",0.1039783,0.05706268,0.61170732,0.04397107,0.03944323,9.1685243,0.02979316,0.10002682,0.02691009,0.43982121
"SLC44A1",0.20614828,0.27315248,0.4995122,0.26485163,0.18862695,0.74543023,0.07437574,8.18449987,0.10827353,0.91181884
"GSN",0.2721519,3.8269411,2.8487805,2.7410719,3.3036062,2.0490415,0.3197942,18.1246983,0.2325876,0.4813646
"ENG",0.0596745,0.33208606,4.98439024,0.90271687,0.84371954,0.45876059,0.08830779,0.04639313,0.05951878,0.05097614
"EGFL7",0.012658228,0.011225444,3.792195122,0.059947599,0.050560429,0.1119037,0.010609795,0.008045052,0.010658506,0.023499638
"PTGDS",0.7459313,0.0888681,0.7580488,0.1380931,0.0755056,11.7079804,0.3379059,33.6015017,0.1408822,0.9874614
"ABCA2",0.01446655,0.04770814,0.05658537,0.04009797,0.03910819,0.06553723,0.11467153,4.3488871,0.07745884,0.16137514
"FAM107B",0.8725136,0.5940131,0.4897561,0.6067096,0.3297697,0.3152029,1.2460615,5.1689461,1.6819333,0.2992835
"PLXDC2",0.2034358,2.3751169,0.4302439,3.2323859,4.0811404,0.5060187,0.1311757,0.5473317,0.1066906,0.1106455
"PIP4K2A",0.3273056,0.5996258,0.2039024,0.3661787,0.3004081,0.1355328,1.1915122,4.4730491,0.7151752,0.1798626
"ITGB1",0.8146474,1.4312442,8.4526829,1.8501168,1.9094786,6.4168524,1.7263959,1.7892196,1.6419375,0.9897127
"SRGN",3.3300181,12.6417212,6.1765854,18.1130318,16.5963389,1.5189478,10.6768835,0.823277,13.0841072,0.5170413
"PPA1",0.5253165,3.9008419,1.1619512,0.7478499,0.732913,1.0276416,0.6050798,1.8554572,1.0365133,0.6745382
"SPOCK2",0.2278481,0.07202993,1.07512195,0.03118414,0.02043738,0.11769951,0.82263423,0.04237061,1.80793584,0.19882666
"DDIT4",1.70434,2.5715622,1.2936585,2.0186535,2.41423,1.1841284,3.0651591,0.7237865,3.8152174,0.6948169
"SCD",0.06238698,0.09260992,0.09365854,0.6901236,0.36912159,0.20775747,0.10470475,7.19254492,0.09012241,0.62385788
"ABLIM1",0.100361664,0.021515435,2.850731707,0.013812155,0.009076511,0.167632635,0.282284857,0.028425851,0.265407345,0.203937422
"RGS10",0.3688969,4.515435,0.3843902,2.8061742,4.4151438,0.4725814,1.2327725,0.1981765,1.4205361,0.1292809
"FGFR2",0,0,0.003902439,0.005268554,0.004325049,0.027641551,0.0060015,3.303298471,0.003482482,0.06372839
"LHPP",0.0994575,0.09448082,0.04682927,0.09215697,0.09189206,0.08693714,0.05176294,3.385358,0.05561418,0.09314402
"NKX6-2",0.004520796,0.003741815,0.012682927,0.021415959,0.005543372,0.022737405,0.005036974,9.309198176,0.003588012,0.033556826
"IFITM2",0.4936709,2.6304958,3.462439,1.2021416,0.8975694,2.9692376,1.9644197,0.1316707,2.3711482,0.2880596
"IFITM3",0.2775769,2.6342376,7.9990244,1.8525944,1.3184698,17.7213553,0.3773443,1.5202467,0.2898902,2.3288963
"LSP1",0.8761302,3.11880262,0.05853659,1.36270433,0.81810429,0.09094962,1.54345729,0.05846071,1.20620515,0.05986656
"CD59",0.3878843,0.5706268,5.6214634,0.73905,0.8500244,2.2304949,0.1474654,1.6170555,0.2806036,0.9039966
"MDK",0.08860759,0.05986904,0.47512195,0.15725921,0.08711014,1.78510923,0.09259458,0.61571467,0.13370621,3.0004437
"SPI1",0.17902351,1.97006548,0.05853659,1.82257789,1.65938718,0.05617477,0.07298253,0.05524269,0.07249894,0.04831394
"MS4A6A",0.36347197,4.4565014,0.28097561,3.6373811,4.01550317,0.2082033,0.17286464,0.15044248,0.12684677,0.07437718
"MS4A7",0.3318264,2.373246,0.3560976,4.436521,5.1860989,0.2710655,0.22302,0.2094395,0.155973,0.105091
"MYRF",0.007233273,0.002806361,0.010731707,0.006863359,0.003137183,0.010699955,0.003750938,2.695092518,0.00432672,0.052750937
"SLCO2B1",0.1238698,0.6463985,1.23414634,1.89109757,2.56444932,0.08292465,0.06130104,0.09519979,0.05403124,0.03615329
"SERPINH1",0.1835443,0.19831618,2.26536585,0.28524235,0.17315424,3.01337494,0.07973422,0.07669617,0.13054031,0.38874647
"CRYAB",0.08589512,0.09822264,0.2097561,0.26394031,0.10833942,2.06732055,0.10031079,21.11987128,0.179084,2.61342273
"IL18",0.10578662,2.04022451,0.06829268,1.49458905,2.22447612,0.05617477,0.06387311,0.06060606,0.04052343,0.03059883
"TAGLN",0.04249548,0.04770814,1.48097561,0.05946346,0.05604288,17.52608114,0.03825956,0.09707696,0.03735753,0.32099191
